LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-01-06 14:23:50,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:50,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-46, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:50,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:50,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:50,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:50,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:50,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-47, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-48, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-50, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:51,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:52,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:52,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:52,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:52,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:52,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-01-06 14:23:52,1900-01-00 00:00:00,BELL765,0C:AC:8A:A1:96:3D,-49, WPA2 ,0.000000,0.000000,0.000,0.000,AP
